Record Length,Analog:100000
Sample Interval,CH1:5.000000E-10
Vertical Units,CH1:V
Vertical Scale,CH1:+5.000000E-01
Vertical Offset,CH1:-9.666667E-01
Horizontal Units,s
Horizontal Scale,+5.000000E-06
Model Number,T3DSO2204A
Serial Number,T0101C20460682
Software Version,5.0.1.3.7R5
Source,CH1
Second,Value
-2.477850E-05,-1.666677E-02
-2.477800E-05,-3.333336E-02
-2.477750E-05,-1.666677E-02
-2.477700E-05,-3.333336E-02
-2.477650E-05,-3.333336E-02
-2.477600E-05,-3.333336E-02
-2.477550E-05,-1.666677E-02
-2.477500E-05,-3.333336E-02
-2.477450E-05,-3.333336E-02
-2.477400E-05,-3.333336E-02
-2.477350E-05,-1.666677E-02
-2.477300E-05,-3.333336E-02
-2.477250E-05,-3.333336E-02
-2.477200E-05,-5.000013E-02
-2.477150E-05,-3.333336E-02
-2.477100E-05,-3.333336E-02
-2.477050E-05,-3.333336E-02
-2.477000E-05,-3.333336E-02
-2.476950E-05,-3.333336E-02
-2.476900E-05,-3.333336E-02
-2.476850E-05,-3.333336E-02
-2.476800E-05,-3.333336E-02
-2.476750E-05,-3.333336E-02
-2.476700E-05,-3.333336E-02
-2.476650E-05,-3.333336E-02
-2.476600E-05,-3.333336E-02
-2.476550E-05,-3.333336E-02
-2.476500E-05,-3.333336E-02
-2.476450E-05,-3.333336E-02
-2.476400E-05,-3.333336E-02
-2.476350E-05,-3.333336E-02
-2.476300E-05,-3.333336E-02
-2.476250E-05,-3.333336E-02
-2.476200E-05,-3.333336E-02
-2.476150E-05,-3.333336E-02
-2.476100E-05,-3.333336E-02
-2.476050E-05,-3.333336E-02
-2.476000E-05,-3.333336E-02
-2.475950E-05,-3.333336E-02
-2.475900E-05,-3.333336E-02
-2.475850E-05,-3.333336E-02
-2.475800E-05,-3.333336E-02
-2.475750E-05,-3.333336E-02
-2.475700E-05,-3.333336E-02
-2.475650E-05,-3.333336E-02
-2.475600E-05,-3.333336E-02
-2.475550E-05,-3.333336E-02
-2.475500E-05,-3.333336E-02
-2.475450E-05,-3.333336E-02
-2.475400E-05,-3.333336E-02
-2.475350E-05,-1.666677E-02
-2.475300E-05,-3.333336E-02
-2.475250E-05,-3.333336E-02
-2.475200E-05,-3.333336E-02
-2.475150E-05,-1.666677E-02
-2.475100E-05,-3.333336E-02
-2.475050E-05,-3.333336E-02
-2.475000E-05,-3.333336E-02
-2.474950E-05,-1.666677E-02
-2.474900E-05,-3.333336E-02
-2.474850E-05,-3.333336E-02
-2.474800E-05,-3.333336E-02
-2.474750E-05,-1.666677E-02
-2.474700E-05,-3.333336E-02
-2.474650E-05,-3.333336E-02
-2.474600E-05,-3.333336E-02
-2.474550E-05,-1.666677E-02
-2.474500E-05,-3.333336E-02
-2.474450E-05,-3.333336E-02
-2.474400E-05,-3.333336E-02
-2.474350E-05,-1.666677E-02
-2.474300E-05,-3.333336E-02
-2.474250E-05,-3.333336E-02
-2.474200E-05,-3.333336E-02
-2.474150E-05,-3.333336E-02
-2.474100E-05,-3.333336E-02
-2.474050E-05,-3.333336E-02
